avg_star,num_sold_time,price,variation,product_id,shop_id,product_name,brand,storage,origin,type,skin_kind,is_5_star,is_4_star,is_3_star,is_2_star,is_1_star,is_commented,is_image,num_rating,processed_description,expiry,send_from,image_path
5.0,3100,164000.0,one_variation,30,27,Sữa Rửa Mặt Cosrx Low PH Good Morning Gel Cleanser 150ml Hàn Quốc / Gel Rửa Mặt Cosrx chiết xuất trà xanh độ PH thấp,COSRX,1286.0,no_origin,no_type,no_skin,102,1,1,0,0,60,56,104,check_mark lời hứa của hatomugi store bán hàng vì chữ tâm store là cửa_hàng chuyên kinh_doanh nhập_khẩu mỹ_phẩm từ các nước hàn quốc_pháp us trung_quốc đã được cấp giấy_phép lưu_hành uy_tín được đảm_bảo qua chính_sách sẵn_sàng trả hàng hoàn hàng nếu khách_hàng chứng_minh được hàng tại hatomugi là fake là khách_hàng bạn sẽ được backhand_index_pointing_right cam_kết chất_lượng hàng chính hãng backhand_index_pointing_right hoàn tiền 20 nếu phát_hiện hàng fake backhand_index_pointing_right cam_kết được đổi trả hàng trong vòng 7 ngày backhand_index_pointing_right được tư_vấn về da và sản_phẩm phù_hợp 24 24 sữa rửa mặt dạng gel độ_ph thấp cosrx low ph god morning gel cleanser 150 ml dựa vào độ_ph lí_tưởng cho làn da phát_triển khỏe_mạnh độ_ph 4 5 5 5 sản_phẩm an_toàn mà mang lại hiệu_quả cho mọi làn da ngay cả làn da nhạy_cảm và da mụn sản_phẩm được chiết_xuất từ dầu cây trà và các thành_phần tự_nhiên khác cho công_thức tinh_khiết nhẹ_nhàng thành_phần chính và công_dụng với độ_ph 5 0 6 0 sản_phẩm giúp da sạch sâu mà không hề gây cảm_giác khô căng khôi_phục lại sự cân_bằng ph tối_ưu cho da mà không gây kích ứng styrax extract chiết_xuất từ cành quả và lá styrax làm dịu làn da nhạy_cảm dễ bị kích ứng nuôi_dưỡng lớp màng acid tự_nhiên bảo_vệ da betaine bha 0 5 nhẹ_nhàng loại_bỏ bã_nhờn kem dưỡng sót lại sau 1 đêm và các tế_bào da chết có_thể dùng để rửa sạch kem chống nắng và các lớp trang_điểm hướng_dẫn sử_dụng làm ướt vùng mặt sau đó cho một lượng nhỏ lên tay rồi xoa đều mát_xa nhẹ_nhàng lên_da tránh vùng da mắt rửa_sạch lại bằng nước_sạch hoặc ấm tiếp_tục với các sản_phẩm tiếp_theo trong chu_trình dưỡng da heart_with_ribbon lưu_ý memo với 1 số bạn khi sử_dụng sản_phẩm có_thể thấy mùi sản_phẩm khá nồng khó ngửi vì đó là các bạn chưa quen mùi của tràm trà sau 3 5 ngày sử_dụng sản_phẩm sẽ quen và không còn mùi nồng nữa mà thay vào đó là mùi tràm trà rất dễ_chịu memo khi mới sử_dụng các bạn dùng lượng nhỏ bằng hạt đỗ dùng tối_đa 2 lần ngày sáng và tối tránh dùng với liều_lượng quá nhiều khiến da có_thể bị kích ứng và nổi mụn vì trong thành_phần của sữa rửa mặt có chứa bha nếu dùng nhiều dễ khiến da_khô căng và kích ứng dẫn đến nổi mụn vì_thế các bạn_đọc kỹ lưu_ý này và sử_dụng cho đúng cách hsd 3 năm kể từ ngày sản_xuất cosrx srmcorx srmcorx,no_expiry,hà nội,333112147_6361336962.mp4
4.9,10000,119000.0,"['500ml', '125ml', '150ml']",31,28,SỮA RỬA MẶT GAMMAPHIL 500ml,no_brand,18233.0,Việt Nam,no_type,no_skin,3600,118,28,6,10,2500,2400,3762,gentle skin cleanser 50 ml được bào_chế bởi các chuyên_gia hàng_đầu về da_liễu đây là một loại sữa làm sạch và dưỡng da cao_cấp không giống như xà_phòng không chứa kiềm không chứa hương_liệu không tạo nhân trứng_cá thích_hợp cho cả da nhờn da_khô và đặc_biệt cho làn da mỏng_manh nhạy_cảm của trẻ sơ_sinh và trẻ nhỏ shamrock người_lớn chống khô da dưỡng da tẩy nhờn ngừa mụn chống lây_nhiễm do tiếp_xúc shamrock trẻ_em và trẻ sơ_sinh dùng để tắm_rửa lau miệng sau khi bú ăn ngừa rôm_sảy ngứa da_khô da giữ được độ_ẩm cần_thiết và dưỡng da shamrock sản_phẩm có_thể dùng với nước hoặc không cần_dùng nước,36,hà nội,73391131_10632382857.mp4
4.9,24600,27900.0,"['# trà xanh', '# Than', '# Lúa Mạch', '#Collagen', '#Hoa Hồng', '# Trà Xanh isk', '# Than isk', '# Collagen isk', '# Ngọc Trai isk', '#Lúa mạch Pure Mind', '#Than Pure Mind', '#Lô hội Pure Mind', '#Collagen Pure Mind', '#Trà xanh Pure Mind', '#Mật ong Pure Mind', '#Dưa leo Pure Mind']",32,29,Sữa rửa mặt làm sạch ngăn ngừa mụn từ trà xanh 3W CLINIC GREEN TEA CLEANSING FOAM,3W CLINIC,143897.0,Hàn Quốc,dạng kem,"Mọi loại da, Da hỗn hợp, Bình thường, Dầu, Nhạy cảm",4700,132,46,12,38,2900,2500,4928,sữa rửa mặt chiết_xuất từ trà xanh 3 w clinic gren tea foam thương_hiệu 3 w clinic xuất_xứ hàn quốc dung_tích 10 ml công_dụng sữa rửa mặt chiết_xuất từ trà xanh 3 w clinic gren tea foam 10 ml được chiết_xuất chủ_yếu từ trà xanh nên có_thể chống oxy_hóa làm sạch da và diệt khuẩn hiệu_quả sử_dụng sản_phẩm thường_xuyên sẽ giúp bạn ngăn_ngừa mụn giúp da mặt trông sáng hơn mềm_mại và căng mịn khả_năng ngăn_ngừa các loại ung_thư da nhờ các tinh_chất có trong lá trà phục_hồi làn da dưới tác_hại của ánh nắng mặt_trời chống oxy_hóa làm sạch da và diệt khuẩn sẽ mang đến cho bạn một làn da sạch_sẽ khỏe_mạnh hơn ngăn_ngừa lão hóa loại_bỏ các độc_tố giúp da sáng trắng căng mịn ngăn_ngừa ung thu da giúp tái_sinh tế_bào mới và làm tăng độ sáng của da an_toàn với mọi loại da đặc_biệt rất phù_hợp cho da nhờn mụn và bị lão hóa hướng_dẫn sử_dụng lấy một lượng sản_phẩm vừa đủ ra_tay sạch và tạo bọt mịn masage nhẹ_nhàng bọt sữa rửa mặt lên_da mặt đã được làm ướt rửa_sạch lại với nước sử_dụng mỗi ngày 2 lần vào buổi sáng và tối để có kết_quả tốt nhất,36,hà nội,138712298_2227684389.jpg
5.0,1300,175000.0,one_variation,33,30,"Sữa rửa mặt thảo mộc, ngừa mụn Love Yourself – Đặc biệt an toàn cho mọi làn da, chăm sóc và phục hồi",no_brand,8696.0,Việt Nam,dạng sánh,Mọi loại da,40,0,0,0,0,40,38,40,thành_phần ngăn_ngừa mụn chiết_xuất từ lúa_mạch việt nam sữa rửa mặt love yourself đặc_biệt an_toàn cho mọi làn da chăm_sóc và phục_hồi sức sống cho da hiệu_quả đặc_biệt là vùng da bị tàn_nhang nám đồi_mồi mang lại cho bạn làn da mơ_ước chiết_xuất từ gạo giúp lấy sạch hiê u qua cao bụi bẩn và bã_nhờn sâu trong lỗ chân_lông đồng_thời làm sáng da nhờ dẫn_xuất_tinh_khiết từ nước_gạo cho làn da thực_sự sạch sáng khỏe dễ tạo bọt giúp làn da trơn láng mềm mịn sau khi rửa mặt 1 đặc_trưng trong lĩnh_vực làm đẹp lúa_mạch chính là một nguồn cung_cấp vitamin và chất sắt phong_phú đặc_biệt lúa_mạch có hiệu_quả với làn da lão hóa do môi_trường và tuổi_tác sử_dụng lúa_mạch mỗi ngày giúp bạn có một làn da khỏe_mạnh 2 công_dụng chiết_xuất từ gạo giúp lấy sạch hiê u qua cao bụi bẩn và bã_nhờn sâu trong lỗ chân_lông đồng_thời làm sáng da nhờ dẫn_xuất_tinh_khiết từ nước_gạo cho làn da thực_sự sạch sáng khỏe dễ tạo bọt tạo cảm_giác trơn láng mềm mịn sau khi rửa mặt 3 hướng_dẫn sử_dụng trước khi rửa mặt bạn nên rửa tay sạch để mọi bụi bẩn và vi_khuẩn ở tay không_thể tiếp_xúc lên mặt được làm ướt da mặt với nước ấm để các lỗ chân_lông mở_rộng nhờ đó bạn có_thể làm sạch sâu bên trong da hơn và ngăn_ngừa mụn xuất_hiện tránh sử_dụng nước nóng sẽ khiến da dễ khô hơn cho sữa rửa mặt vào lòng bàn_tay đánh đều và thoa lên khuôn_mặt masage nhẹ_nhàng theo chuyển_động tròn để các dưỡng chất trong sữa rửa mặt có_thể thấm sâu vào trong làm sạch da sau đó rửa sạch lại toàn_bộ khuôn_mặt và lau khô chúng bằng một chiếc khăn lông mềm 3 thông_tin khác thông_tin dị_ứng nếu có không có hướng_dẫn bảo_quản tránh nơi có nhiệt_độ cao hoặc tiếp_xúc trực_tiếp với ánh nắng mặt_trời ngưng sử_dụng ngay khi có biểu_hiện kích ứng và hỏi ý_kiến bác_sĩ ngày sản_xuất xem mfg trên bao_bì hạn sử_dụng 3 năm kể từ ngày sản_xuất xuâ t xư thương_hiệu việt nam nơi sản_xuất công_ty tnh mtv mỹ_phẩm sắc_đẹp việt,no_expiry,hà nội,924631900_22113275689.jpg
4.7,1000,15000.0,one_variation,34,24,Sữa rửa mặt giảm nám và chống tàn nhang thảo dược BAIZTON da trắng sáng và dưỡng ẩm,no_brand,11674.0,no_origin,no_type,no_skin,82,7,4,1,2,44,24,96,check_mark công_dụng giúp làm mờ các mảng nám tàn nhàng và thâm mụn hiệu_quả hiệu_quả đối_với tất_cả các loại nám từ nám mảng chân sâu và nám hỗn_hợp nám mới hay lâu năm đều có hiệu_quả khi sử_dụng đủ liệu trình sản_phẩm dưỡng da trắng sáng tự_nhiên và đều màu cân_bằng dầu_nhờn diệt mụn liti mụn cám trên da se khít lỗ chân_lông dưỡng ẩm_dưỡng mịn và giảm nhăn vết chân_chim trên da tăng_sinh colagen giúp da săn chắc trẻ đẹp hơn chỉ_số spf35 và công_nghệ chống nắng uv defense check_mark hướng_dẫn sử_dụng bước_1 sau khi tẩy_trang làm ướt da mặt nên sử_dụng nước ấm ở nhiệt_độ từ 20 đến 30 độ c bước 2 lấy một_ít sữa rửa mặt xoa nhẹ lên lòng bàn_tay có_thể sử_dụng máy rửa mặt chuyên_dụng hoặc cọ_rửa mặt tạo bọt cho sữa rửa mặt bước 3 nhẹ_nhàng thoa đều phần bọt lên_da mặt theo chiều của lỗ chân_lông để đánh bay bụi bẩn và chất nhờn xoa nhẹ khoảng tầm 1 phút và tránh để quá lâu để tránh làm khô da bước 4 rửa lại thật sạch và lau nhẹ bằng khăn khô sạch bước 5 có_thể sử_dụng thêm nước hoa_hồng để cân_bằng độ_ẩm cho da giữ ẩm se khít lỗ chân_lông hiệu_quả sử_dụng sau 14 ngày sẽ nhận thấy kết_cấu và màu_da được phục_hồi đáng_kể sau 28 ngày sẽ giảm các đốm_nâu các sắc_tố xấu ảnh_hưởng tới da cải_thiện đáng_kể kết_cấu độ sáng màu_sắc của làn da sản_phẩm được nghiên_cứu và đặc_chế giúp đánh_bật những vết thâm nám kể_cả nám lâu năm vết chân_chim giúp chị_em phụ_nữ có làn da tươi_trẻ và căng tràn sức_sống,no_expiry,hà nội,8217147_11497158376.jpg
5.0,11800,335000.0,one_variation,35,31,Sữa rửa mặt da dầu mụn La Roche Posay Effaclar Purifying Foaming Gel Cleanser,La Roche-Posay,277.0,Pháp,dạng sánh,Mọi loại da,3900,90,14,3,5,1800,1500,4012,công_dụng chính của sữa rửa mặt la efaclar foaming gel cleanser là làm sạch loại_bỏ bụi bẩn và dầu thừa giảm mụn da nhạy_cảm nhưng lại không làm khô da do giữ nguyên được độ_ph trên da không xà_phòng soap fre không dầu oil fre không cồn alcohol fre có chất tạo mùi efaclar gel chứa nước_khoáng la roche posay loại nước duy_nhất có chất chống lão hóa tác_dụng làm dịu da và giảm kích ứng chứa kẽm pca làm sạch da loại_bỏ dầu_nhờn và sát_khuẩn phải nói rằng thành_phần của sữa rửa mặt này hoàn_toàn lành_tính bạn hoàn_toàn có_thể yên_tâm sử_dụng kể_cả da nhạy_cảm nhất gel làm sạch da_dầu thúc_đẩy việc loại_bỏ bã_nhờn dư_thừa với tinh_chất tạo_bọt nhẹ_nhàng tạo cảm_giác thoải_mái sạch_sẽ và tinh_khiết cho da trước khi thực_hiện các chăm_sóc khác _ la roche posay efaclar foaming gel cleanser dung_tích 40 ml sản_phẩm nội_địa pháp lưu_ý mẫu_mã các sản_phẩm của hãng la roche posay sẽ được hãng liên_tục thay_đổi theo thời_gian nên sản_phẩm shop gửi có_thể sẽ khác ảnh đại_diện hoặc khác sản_phẩm trước đó bạn đã dùng sản_phẩm nội_địa pháp sẽ không có tem seal nsx hsd xem trên bao_bì sản_phẩm bảo_quản nơi khô_ráo thoáng mát double_exclamation_mark double_exclamation_mark yên_tâm mua hàng tại enpi cam_kết chính hãng 10 sẵn_sàng giải_đáp hỗ_trợ mọi thắc_mắc vấn_đề về sản_phẩm tư_vấn nhiệt_tình có tâm công_ty chịu trách_nhiệm jt global exim co ltd địa_chỉ_số 34 huỳnh tấn phát bình_thuận q7 hcm enpi sua rua mat mun dau chinh hang,36,tp. hồ chí minh,8252086_1212657261.mp4
4.8,3100,46750.0,"['Trắng 130g', 'Xanh da mụn 130g', 'Trắng 170g']",36,32,"Sữa rửa mặt dưỡng ẩm, ngừa mụn, làm sáng da ý dĩ Hatomugi Nhật Bản 130g, 170g  [xanh - trắng]",no_brand,931.0,no_origin,no_type,no_skin,488,22,16,0,7,312,267,533,sữa rửa mặt dưỡng ẩm và làm sáng da hatomugi cho làn da săn chắc tự_nhiên sản_phẩm sữa rửa mặt dưỡng ẩm trắng da hatomugi có nguồn_gốc từ nhật bản đây là sản_phẩm của thương_hiệu mỹ_phẩm naturie có_thể bạn chưa biết naturie hatomugi là một trong những hãng mỹ_phẩm_tiên_phong trong công_thức lotion mask chính vì_thế khả_năng cấp ấm và dưỡng da luôn là một điểm cộng to_lớn của nó trọng_lượng 130 g xuất_xứ nhật bản thương_hiệu hatomugi 1 thành_phần của sản_phẩm myristic acid stearic acid peg 8 potasium lauric acid palmitic acid glyceryl glyceryl stearate se glycol cetyl alcohol coix ma yuen sed extract butylene glycol aloe leaf extract prunus persica peach leaf extract cetyl pg camelia japonica sed oil edta citric acid sodium 2 đặc_điểm và công_dụng của sản_phẩm sữa rửa mặt dưỡng ẩm trắng da hatomugi với thành_phần tự_nhiên giúp cấp ẩm và dưỡng da tự_nhiên cải_thiện là da_khô ráp ngăn_ngừa mụn hiệu_quả làm săn chắc da sữa rửa mặt dưỡng ẩm trắng da hatomugi với thành_phần hạt ý_dĩ và nhiều khoáng_chất 9 loại acid_amin giúp làm_lành các vết_thương trên da ngăn_ngừa mụn trứng_cá sử_dụng sữa rửa mặt dưỡng ẩm trắng da hatomugi giúp khống_chế lượng dầu se khít lỗ chân_lông ngăn_ngừa lão hóa và dễ_dàng thẩm_thấu bảo_vệ da khỏi ánh nắng mặt mặt ngoài_ra sữa rửa mặt hatomugi còn có tác_dụng cấp ẩm cho da làm dịu da cải_thiện làn da_khô và giúp da trắng sáng một_cách hiệu_quả sản_phẩm được chiết_xuất từ các thành_phần thiên_nhiên an_toàn cho mọi làn da 3 cách sử_dụng bước_1 thực_hiện tẩy_trang với sản_phẩm tẩy_trang chuyên_dụng áp_dụng với bước rửa mặt vào buổi tối bước 2 làm ẩm da mặt cho một lượng sữa rửa mặt vừa đủ ra lòng bàn_tay bước 3 cho sữa rửa mặt lên mặt và masage nhẹ_nhàng bước 4 rửa lại thật sạch với nước bước 5 thực_hiện các bước dưỡng da còn lại trong chu_trình chăm_sóc da của bạn 4 hướng_dẫn bảo_quản bảo_quản nơi khô_ráo thoáng mát tránh ánh nắng trực_tiếp cam_kết đổi trả hoàn tiền nếu giao sai_nhầm thiếu hàng theo quy_định của shope sản_phẩm chính hãng được ủy_quyền phân_phối trực_tiếp hỗ_trợ tư_vấn giải_đáp trực_tiếp mọi thắc_mắc khách_hàng 24 24 qua chat hoặc số hotline hatydi,no_expiry,hà nội,763202287_14384221562.jpg
4.9,811,13000.0,one_variation,37,33,Sữa Rửa Mặt BIOAQUA Vị Đào Tạo Bọt Nhẹ Nhàng Làm Sạch Dưỡng Ẩm Và Làm Trắng 100gr,no_brand,1873.0,no_origin,no_type,no_skin,157,1,4,2,1,53,40,165,backhand_index_pointing_right sữa rửa mặt mụn mờ thâm bioaqua backhand_index_pointing_right giải_quyết tất_cả các vấn_đề về da mụn cross_mark dịu mụn sưng đỏ hạn_chế mụn mọc trở_lại cross_mark chống nhờn cân_bằng độ_ẩm trên da cross_mark làm mờ các vết thâm do mụn gây ra cross_mark làm sạch da nhẹ_nhàng nhưng hiệu_quả backhand_index_pointing_right phù_hợp với những làn da da dầu da hỗn_hợp da mụn và da nhạy_cảm dễ bị mụn sữa rất đặc nên chỉ cần dùng 1 lượng rất nhỏ bằng hạt đỗ rồi thêm chút nước_sạch xoa ra_tay tạo bọt rồi bôi lên_da mặt sau đó dùng tay masages nhẹ_nhàng da mặt sau đó dùng nước_sạch rửa sạch bọt vậy là bạn đã có 1 làn da sạch dầu và bụi bẩn backhand_index_pointing_right để giam mụn hiệu_quả bạn nên sử_dụng thêm tinh_chất mụn bioaqua và kem mụn bioaqua hoặc gel lột mụn cám sẽ hiệu_quả nhanh và luôn duy_trì được làn da mịn_màng sáng đẹp,no_expiry,thái nguyên,40424985_13006850994.jpg
4.9,12500,22500.0,"['Trà Xanh', 'Lúa Mạch']",38,34,Sữa Rửa Mặt 3W Clinic Mẫu Mới Hot,3W CLINIC,8896.0,no_origin,no_type,no_skin,2300,50,22,7,18,776,665,2397,sữa rửa mặt gren tea foam 3 w clinic được chiết_xuất chủ_yếu từ trà xanh với thành_phần chống oxy_hóa làm sạch da và diệt khuẩn sẽ mang đến cho bạn một làn da sạch_sẽ khỏe_mạnh hơn dung_tích 10 ml thương_hiệu 3 w clinic sữa rửa mặt gren tea foam 3 w clinic được chiết_xuất chủ_yếu từ trà xanh với thành_phần chống oxy_hóa làm sạch da và diệt khuẩn sẽ mang đến cho bạn một làn da sạch_sẽ khỏe kết_hợp vitamin e và lá trà xanh nguyên_chất làm sạch bụi bẩn kiềm dầu trên da giữ cho làn da bạn vẻ đẹp thuần_khiết thật tự_nhiên n đặc_biệt sữa rửa mặt này có hiệu_quả làm giảm vùng da bị mụn nám tàn_nhang đồi_mồi khả_năng cung_cấp độ_ẩm thiết_yếu và còn dùng để lấy đi lớp trang_điểm nhẹ hàng ngày của bạn thật dễ_dàng và tiện_lợi sử_dụng sản_phẩm thường_xuyên sẽ giúp bạn ngăn_ngừa mụn giúp da mặt trông sáng hơn mềm_mại và căng mịn,no_expiry,thái nguyên,28228365_457951140.jpg
4.9,391,80000.0,"['SRM 50gr', 'SRM 100gr']",39,35,Sữa rửa mặt dạng Gel Decumar Advanced kiểm soát nhờn mụn hoàn toàn mới,Decumar,1601.0,no_origin,dạng sánh,"Da mụn trứng cá, Mọi loại da, Khô, Dầu, Nhạy cảm",127,6,2,1,0,71,63,136,sữa rửa mặt dạng gel giảm mụn decumar advanced là phiên_bản cải_tiến của gel rửa mặt decumar clean sản_phẩm chứa siêu nghệ nano kết_hợp cùng hoạt_chất lá chanh sim lần đầu_tiên có_mặt tại việt nam giúp làm sạch nhẹ_nhàng ngăn_ngừa vi_khuẩn gây mụn đồng_thời kiểm_soát dầu_nhờn hiệu_quả để ngăn vi_khuẩn quay lại sản_phẩm được dược_sĩ da_liễu khuyên dùng 1 1 công_dụng làm sạch nhẹ_nhàng duy_trì độ_ẩm tối_ưu cho làn da kiểm_soát dầu_nhờn hiệu_quả ngăn_ngừa vi_khuẩn gây mụn giúp da luôn tươi_sáng mịn_màng 1 2 thành_phần chính nano các hạt phân_tử siêu nhỏ giúp thẩm_thấu curcumin tốt hơn gấp 7 50 lần nghệ thường chiết_xuất lá chanh sim kiểm_soát nhờn tối_ưu ngăn_ngừa mụn quay lại chiết_xuất lá nem làm sạch da hạn_chế vi_khuẩn gây mụn làm_lành vết_thương chiết_xuất lô_hội tăng_cường giữ ẩm bảo_vệ da 1 3 đối_tượng sử_dụng phù_hợp mọi đối_tượng đã đang và sẽ gặp vấn_đề về mụn thâm sẹo do mụn không dị_ứng với nghệ_độ tuổi sử_dụng từ 12 tuổi trở lên loại da phù_hợp mọi loại da và đặc_biệt phù_hợp với da_dầu và da nhạy_cảm gel rửa mặt giảm mụn decumar advanced với chất_lượng cải_tiến mang đến hiệu_quả vượt_trội trong việc_làm sạch da và ngăn_ngừa mụn quay lại gel rửa mặt decumar advanced được bổ_sung chiết_xuất lá chanh sim giúp kiểm_soát dầu_nhờn tối_ưu kết_hợp cùng siêu nghệ nano curcumin thẩm_thấu gấp 7 50 lần nghệ_thường tạo nên hiệu_quả lành sạch sâu dịu nhẹ cho da mụn siêu nghệ nano là curcumin được ứng_dụng công_nghệ nano để tạo ra nano curcumin với kích_thước phân_tử siêu nhỏ giúp thẩm_thấu sâu vào da gấp 7 50 lần so với nghệ_thường phát_huy tối_đa hiệu_quả tác_dụng với mụn thâm sẹo chiết_xuất lá chanh sim nhiều nghiên_cứu chỉ ra lá chanh sim có hoạt_tính chống oxy_hóa cao và kiểm_soát tốt lượng dầu_nhờn trên da chiết_xuất lá nem mang đến khả_năng hạn_chế vi_khuẩn gây mụn làm sạch da và làm_lành vết_thương chiết_xuất lô_hội giữ và cung_cấp độ ẩm cho làn da để da luôn láng mịn cách sử_dụng làm ướt mặt lấy một lượng gel khoảng 2 cm vừa đủ vào lòng bàn_tay tạo bọt và thoa đều khắp_mặt mát_xa nhẹ_nhàng bằng tay hoặc bằng máy sau đó rửa sạch lại với nước mát thực_hiện làm sạch da với gel rửa mặt giảm nhờn decumar advanced 2 3 lần mỗi ngày để hạn_chế mụn giúp da luôn sáng mịn để đạt hiệu_quả tốt nhất ngoài việc_làm sạch da với gel rửa mặt giảm nhờn decumar nên kết_hợp sử_dụng gel ngừa mụn nano curcumin để bảo_vệ da khỏi tác_hại bên ngoài với kem chống nắng kiểm_soát nhờn cho da mụn decumar hạn sử_dụng 3 năm kể từ ngày sản_xuất thông_tin xem chi_tiết trên bao_bì sản_phẩm sản_xuất tại công_ty cổ_phần dược mỹ_phẩm cvi lô đất khu_công_nghiệp công_nghệ_cao 1 khu công_nghệ_cao hòa_lạc km 29 đại_lộ thăng_long xã thạch hòa huyện thạch_thất tp hà_nội decumar lohoi,no_expiry,hà nội,418053645_8138084918.jpg
4.9,568,24000.0,one_variation,40,36,Sữa rửa mặt nhau thai cừu tế bào gốc nhật 130gr,no_brand,62.0,Trung Quốc,dạng lỏng,Bình thường,143,3,2,0,1,41,34,149,sữa rửa mặt nhau thai cừu tế_bào gốc cuống rốn nhật bản 1 thông_tin sản_phẩm cherry_blossom không giống như các sản_phẩm colagen khác dưỡng chất của mặt_nạ nhau thai cuống rốn có_thể thẩm_thấu sâu vào tận 3 lớp biểu_bì trung_bì và hạ_bì lớp mô dưới da mang tới những công_dụng vượt_trội cherry_blossom sản_phẩm chiết_xuất từ nhau thai cừu này giúp da sạch sâu từ bên trong đều tiết tuyến chất nhờn trên da ngăn_ngừa các vi_khuẩn có hại xâm_nhập vào da làm_dịu các vết_thương do mụn để lại giảm thâm nám cân_bằng ph cho da cherry_blossom sữa rửa mặt nhau thai cừu chantele sydney careline dưỡng trắng và làm sáng da giúp da luôn hồng_hào căng mịn cherry_blossom cung_cấp hơn 12 hoạt_chất chiết_xuất từ thực_vật cùng với các vitamin và khoáng_chất giúp cải_thiện tình_trạng thô ráp da giữ ẩm cải_thiện các vấn_đề da từ sâu bên trong 2 công_dụng kissing_cat giúp trẻ_hóa và tăng độ đàn_hồi cho da kissing_cat là giải_pháp se khít lỗ chân_lông giúp da mịn_màng và căng bóng kissing_cat hỗ_trợ giảm mụn mờ vết đồi_mồi đốm sâu tàn_nhang nám kissing_cat có độ tương_thích khá cao với làn da lành_tính và an_toàn cho da kissing_cat làm dịu da sau khi lăn kim pel da đi laser bắn co2 giúp khôi_phục và tái_tạo da bị tổn_thương nhanh_chóng,24,tp. hồ chí minh,120827064_4593522474.jpg
4.9,2700,30000.0,one_variation,41,37,Sữa rửa mặt bơ thái,no_brand,5574.0,no_origin,no_type,no_skin,441,16,4,0,3,143,107,464,sữa rửa mặt bơ thái công_dụng là sản_phẩm sữa rửa mặt chiết_xuất hoàn_toàn từ bơ tự_nhiên giàu độ_ẩm và các thành_phần chống oxi hóa giúp làm sạch bụi bẩn và các tạp_chất trên da giúp da sạch ngăn_ngừa mụn nám dùng cho mọi loại da,no_expiry,thái nguyên,81341396_1578921134.jpg
4.6,103,29888.0,one_variation,42,38,sửa rửa mặt đông y 100ml,no_brand,99987.0,no_origin,no_type,no_skin,8,0,0,0,1,2,1,9,herb herb chuyen cho cac dong kem tron trang cap toc chuyen si le san pham khong qua trung_gian chuyen si le my pham quan 9 den tan noi 1 san pham cung tinh_gia si cherries cherries cherries tuyen si va ctv tren ca nuoc cherries cherries cherries zalo si,no_expiry,tp. hồ chí minh,128835004_15837459228.jpg
4.9,184,25000.0,one_variation,43,39,Sữa rửa mặt nhau thai cừu,no_brand,432.0,no_origin,no_type,no_skin,39,0,0,0,1,9,10,40,2 công_dụng kissing_cat giúp trẻ_hóa và tăng độ đàn_hồi cho da kissing_cat là giải_pháp se khít lỗ chân_lông giúp da mịn_màng và căng bóng kissing_cat có độ tương_thích khá cao với làn da lành_tính và an_toàn cho da kissing_cat làm dịu da sau khi lăn kim pel da đi laser bắn co2 giúp khôi_phục và tái_tạo da bị tổn_thương nhanh_chóng,no_expiry,tp. hồ chí minh,42940049_10359471737.jpg
4.9,2700,30000.0,one_variation,44,40,"Sữa rửa mặt misswhite mụn, thâm",Miss White,84095.0,no_origin,no_type,no_skin,363,10,4,1,2,149,123,380,với thành_phần chính là nghệ tươi giúp ngăn_ngừa mụn như mụn bọc mụn trứng_cá mụn đầu_đen và làm mờ vết thâm,no_expiry,tp. hồ chí minh,131272369_2417637845.jpg
