,user_id,product_id,rating,product_name_x,cmt_date,shop_id,variation_x,product_quality,processed_comment
10,10,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2023-01-05 14:24:23,0,Simple,5.0,công_dụng làm sạch da mặt mùi có dành cho da thích_hợp cho da nhạy_cảm sản_phẩm thì rất tốt nhưng mà đóng_gói sơ_sài không chắc_chắn may_mà nó ko tét bét ra
11,11,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2023-01-07 05:46:44,0,Simple,5.0,shop nên đóng hói hàng cận thận hơn giao hàng nhanh mk chưa sự dụng nên ko bt có bị kích ứng giá hay ko
12,12,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2023-01-06 11:16:43,0,Simple,5.0,dành cho da phù_hợp mùi hình_ảnh chỉ mang tính_chất minh_họa sản_phẩm tốt giao hàng nhanh_chóng
13,13,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2023-01-03 13:43:53,0,Simple,5.0,mùi dành cho da tốt công có quần ống rộng nào cho m70 kh ạ mà em thích kiểu dài qua chân lun í nhìn nó đẹp cực mà mua về thì nó kh dài như e nghĩ
14,14,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2023-01-05 04:55:33,0,Simple,5.0,dành cho da người công biết mùi sài nên hong biết sài gần 10 chai r thấy cũng oke
15,15,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2022-12-21 15:28:08,0,Simple,5.0,công_dụng làm sạch da mùi hương dễ_chịu dành cho da nhạy_cảm_shop giao hàng nhanh lắm ă shiper cũng thân_thiện nữa slightly_smiling_face hình_ảnh mang tc nhận xu thui nha
16,16,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2022-12-22 01:22:37,0,Simple,5.0,công_dụng rửa mặt mùi hương ko mùi dành cho da nhạy_cảm một khách_hàng nào đó mua hàng của nhà bán hàng trên những nền_tảng này thì họ sẽ có_thể để lại một_vài dòng bình_luận hoặc là đánh_giá về sản_phẩm sau khi sử_dụng sau đó thì đó gọi là đánh_giá sản_phẩm ở trên những nền_tảng bán hàng online
17,17,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2022-12-23 08:11:41,0,Simple,5.0,ảnh zui zẻ để nhận ít xu hihi giao hàng nhanh ghê xài cũng ổn lắm mà gói hàng hơi lạ
18,18,0,4,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2023-01-06 14:39:51,0,Simple,4.0,công_dụng rửa mặt mùi hương bt giao hàng tận_tình nhanh_chóng đóng_gói bảo_quản kín sẽ ủng_hộ shop tiếp
19,19,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2023-01-03 02:52:58,0,Simple,5.0,sản_phẩm okla tuy là đóng_gói hơi xơ xài
20,20,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2022-12-26 11:34:17,0,Simple,5.0,công_dụng sp tốt mùi hương k bt dành cho da mọi loại da sửa rửa mặt simple dành cho mọi loại da giao hàng tốt lắm mng nên mua nha
21,21,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2022-12-17 10:50:54,0,Simple,5.0,công_dụng rửa mặt mùi hương ko biết dành cho da_da nào cũng đc sản_phẩm như hàng sơ_sài shiper thân_thiện vui_tính sẽ ủng_hộ lại sau
22,22,0,1,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2023-01-05 14:16:47,0,Simple,1.0,dành cho da_khô công_dụng rửa mặt mùi ngày 5 1 mua có thấy tặng thêm tẩy_trang rồi nước tẩy_trang đâu
23,23,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2023-01-04 15:11:13,0,Simple,5.0,công_dụng làm sạch da mặt mùi thường dành cho da_da nhạy_cảm sửa rửa mặt này dành cho mấy bn mà da nhạy_cảm á độ_ph 5 nên cũng phù_hợp cho loại da khác nữa 3 4 ngày là đc r cũng nhanh ha
24,24,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2023-01-04 03:13:36,0,Simple,5.0,và
25,25,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2023-01-05 08:46:34,0,Simple,5.0,sản_phẩm ok dịu chưa sài nên là hỏng biết nói_chung là sửa rửa giá_thành ổn các bạn hs có da nhạy_cảm nên thử nha
26,26,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2023-01-05 05:57:51,0,Simple,5.0,hàng chính_sách hãng
27,27,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2023-01-04 06:59:19,0,Simple,5.0,sày nhiều lần lắm r ạ ko biết sày đến chai thứ mấy rồi nữa sản_phẩm rất ok luôn sẽ ủng_hộ shop dài_dài
28,28,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2023-01-06 06:12:45,0,Simple,5.0,hình_ảnh mang tính_chất nhận xu mình chưa dùng nên không biết đánh_giá như thế_nào về chất_lượng
29,29,0,4,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2022-12-27 07:59:50,0,Simple,4.0,nhìn hình thấy vừa có giảm_giá vừa dk tặng kèm nhận về thấy chỉ có sữa rửa mặt
30,30,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2023-01-06 16:04:35,0,Simple,5.0,công mới dùng lần đầu nên chưa biết được hiểu quả ra_sao dùng nhiều
31,31,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2022-12-20 11:08:51,0,Simple,5.0,giao hàng nhanh gói hàng ko kĩ 2 chai chỉ bọc trong 1 túi nilong còn ko có chống sốc chỉ có dán băng_dính bên ngoài nắp mở của từng chai
32,32,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2022-12-18 10:40:59,0,Simple,5.0,đóng gói tạm được giao hàng khá nhanh chất_lượng vânc vẫy nói_chung là ổn
33,33,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2023-01-05 08:29:15,0,Simple,5.0,dùng hơi khô da nhưng dc cái coa
34,34,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2022-12-27 06:00:04,0,Simple,5.0,công_dụng rửa mặt mùi dành cho da nhậy cảm hàng real nhưng mà có điều là đóng nói sơ_sài nhưng nói chum ok lắm nha quí dị
35,35,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2022-12-31 20:19:59,0,Simple,5.0,công_dụng da k bị khô khi sdung dành cho da nhạy_cảm gất tốt aạ
36,36,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2023-01-07 07:57:17,0,Simple,5.0,giao đủ còn chất_lượng thì phải dùng mí biết
37,37,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2022-12-17 03:44:02,0,Simple,5.0,chưa dùng chưa biết tốt hay ko
38,38,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2023-01-04 13:21:01,0,Simple,5.0,công_dụng mặc mùi thơm dành cho da nào cũng được hình_ảnh video chỉ mang tính_chất nhận cứu áo cũng đẹp
39,39,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2023-01-04 16:12:47,0,Simple,5.0,hàng giao về đúng săn sale giá hời đc tặng nước tẩy_trang nên k có gì để chê
40,40,0,3,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2022-12-20 13:03:12,0,Simple,3.0,đóng gói sơ xài thùng hàng thì bị rách giao hàng chậm chất_lượng ok
41,41,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2022-12-26 10:44:51,0,Simple,5.0,công_dụng làm sạch da mùi mùi dành cho da nhạy_cảm
42,42,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2022-12-24 14:13:58,0,Simple,5.0,shop giao hàng nhanh chỉ 1 2 ngày là nhận dc sản_phẩm dịu nhẹ không gây kích ứng da dù da mh là da nhạy_cảm
43,43,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2022-12-16 06:48:48,0,Simple,5.0,dành cho da tất_cả các loại da công_ích chất_lượng mùi hương dễ_chịu thơm sản_phẩm tốt chất_lượng đảm_bảo giao hàng đúng thời_gian cảm_ơn shop
44,44,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2022-12-16 12:13:55,0,Simple,5.0,mùi mùi dành cho da mọi loại da công_dụng sữa rửa mặt lần thứ 2 mua sản_phẩm tốt
45,45,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2022-12-26 11:17:40,0,Simple,5.0,công_dụng làm sạch da mùi nhẹ dành cho da nhạy_cảm sảm phẩn oke mik da_khô sử sụng thấy vẫn đc ko bị khô thg ngày mik chỉ bôi kem cống nắng nên loại này làm sạch nhẹ thấy vẫn oke lắm
46,46,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2022-12-27 02:44:44,0,Simple,5.0,mua lần thứ n rồi ý dùng từ hồi có mụn giờ trộm_vía hết rùi nm tiền ship hơi đắt ọ ọ ọ nm mua 8 k cg oke hoi
47,47,0,2,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2022-12-18 16:44:41,0,Simple,2.0,công_dụng rửa mặt mùi mùi dành cho da lành_tính dùng cũng tạm ổn nhưng không hiểu sao lần này mua thì đóng hàng sơ_sài không kĩ_lưỡng nhìn đã thất chán rối mong shop sẽ chú_ý trong việc kháu đóng hàng
48,48,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2022-12-29 05:01:57,0,Simple,5.0,công_dụng tốt mùi hương ko mùi dành cho da nhạy_cảm sữa rữa mặt sài tốt lắm lun ham_hố mua xong xài bị kích ứng may mua lại simple sài đc 2 3 hôm đỡ hẳn còn đc tặng tẩy_trang nữa chứ 10 10
49,49,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2022-12-26 14:34:57,0,Simple,5.0,công_dụng gyt mùi hương u dành cho da ful chỉ một đêm nữa thôi là đủ rồi mấy đứa lớp t cx đ có_thể cán_bộ công_chức viên_chức liên_hoan phim
50,50,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2022-12-26 03:19:09,0,Simple,5.0,công_dụng làm sạch mùi hương ko có dành cho da mọi loại da thật_sự là hành rất ok la nha hàng về nhanh ms đặt hq mà nay đã về real nha mn đúng vs mọi người nhận_xét luôn lành_tính nha
51,51,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2022-12-25 08:15:52,0,Simple,5.0,shop giao hàng nhanh sản_phẩm tốt sử_dụng ổn lắm ạ sẽ quay lại ủng_hộ
52,52,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2022-12-19 04:18:07,0,Simple,5.0,công sóc da mùi nhẹ dành cho da các loại da sửa rửa mặt sài đã lắm nha làm_dịu mát_da mặt dành cho các loại da giá tiền lại rẻ nữa
53,53,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2022-12-27 08:39:42,0,Simple,5.0,công_dụng sữa rửa mặt giao hàng nhanh đã đặt srm ở đây nhiều lần chất_lượng tốt
54,54,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2022-12-11 02:56:57,0,Simple,5.0,công sachj da mùi mùi dành cho da_da thường khô dang ky thanh cong goi d2 mien phi lu luong truy cap mytv hieu luc su dung den 18 24 goi cuoc duoc gia han tu dong kiem tra dung luong soan data gui 8 de_huy soan_huy d2 gui 8 cskh 1801091
55,55,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2022-12-15 02:58:37,0,Simple,5.0,sweat_droplets avatar 2 sẽ có cả 2 phiên_bản phụ_đề lồng_tiếng megaphone và bản_lồng_tiếng khi chiếu rạp tại việt nam nhà phát_hành tiết_lộ sẽ có sự tham_gia của một sao nam_cực hot star struck backhand_index_pointing_right đặt vé ngay
56,56,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2022-12-15 12:49:23,0,Simple,5.0,dành cho da nhạy_cảm công_dụng làm sạch da mùi mùi mua ở sớm rất nhiều lần uy_tín lại giao nhanh nên mua nha mọi người
57,57,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2022-12-13 04:12:59,0,Simple,5.0,công mùi đó là những gì anh ơi dành cho da c ko ai the one that has the right m you min stop and then you have a minute and a minute or and you don t want it on me again i you are so much more and toyoy
58,58,0,4,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2022-12-15 06:14:51,0,Simple,4.0,giao hàng nhanh sp ko gây kích ứng nhưng shop đóng_gói quá sơ_sài weary_face face_with_monocle
59,59,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2022-12-14 05:12:04,0,Simple,5.0,tâm_linh có_thể tin rằng cup vàng năm nay sẽ thuộc về mesi smiling_face_with_halo tuy huyền_thoại maradona đã về với chúa nhưng ở trên thiên_đàng ông vẫn đang cầu_nguyện cho mesi người được đánh_giá là cầu_thủ vĩ_đại nhất xứ tango sau thời diego maradona
60,60,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2022-12-15 08:36:09,0,Simple,5.0,sản_phẩm oke giao hàng nhanh đóng_gói cẩn_thận shiper thân thiên đã mua nhiều lần nên mua 10 điểm
61,61,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2022-12-14 11:58:12,0,Simple,5.0,công mặt mùi hương k mùi dành cho da mọi loại da sản_phẩm tốt shiper thân_thiện giá hợp_lí nên mua sẽ ủng_hộ hihi thích yêu tốt vui
62,62,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2022-12-05 05:43:51,0,Simple,5.0,công mawtj mùi mùi dành cho da mọi loại da tưởng được quà tặng mà không nha mọi người dắt xỉu
63,63,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2022-12-15 07:44:26,0,Simple,5.0,mùi có dành cho da tất_cả các loại da công_dụng rửa mặt đã sử_dụng rất nhiều lần rồi làm sạch khá tốt giá cũng rẻ giao hàng nhanh mua ở mal nên cũng rất yên_tâm
64,64,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2022-12-13 06:29:36,0,Simple,5.0,mùi liệu dành cho da nhạy_cảm công_dụng tẩy_trang rửa mặt mình thấy sp rửa sạch k bị nổi thêm mụn giá_thành lại rẻ nữa mình đã đùng đc 2 tuần và bây_giờ mới đánh_giá cho mọi người biết mua 1 chai srm chỉ với giá 10 k mà đã đc tặng chai nước tẩy_trang nữa khuyên mọi người nên mua nha
65,65,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2022-12-14 03:06:58,0,Simple,5.0,công_dụng làm sạch da mùi có dành cho da nhạy_cảm trước tới giờ thì mình chỉ tin dùng loại sửa rửa mặt này thôi lành_tính dịu nhẹ không gây kích ứng làm sạch tốt hợp với da_dầu mụn
66,66,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2022-12-14 02:55:22,0,Simple,5.0,công da mùi thường dành cho da mọi loại da sản phẩn lành_tính phù_hợp với mọi loại da
67,67,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2022-12-15 09:33:52,0,Simple,5.0,
68,68,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2022-12-14 08:35:48,0,Simple,5.0,công_dụng rửa mặt mùi sản_phẩm tốt giao hàng nhanh mình thường_xuyên dùng một loại này
69,69,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2022-12-14 13:41:00,0,Simple,5.0,sản_phẩm tuyệt_vời dùng tốt không có j bằng_mặt sạch trắng nói_chung là tốt
70,70,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2022-12-13 05:24:09,0,Simple,5.0,công_dụng rửa mặt mùi hương ko bt tét lên tay thì cảm_thấy mát cs mùi hương nhè_nhẹ lần đâug mua nên chx bt vs lại ko cs quà tặng nha
71,71,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2022-12-13 07:51:35,0,Simple,5.0,mùi hương k mùi nhiều dành cho da_da bình_thường mịn mướt da lắm nên mua
72,72,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2022-12-15 05:14:17,0,Simple,5.0,công mùi hương ko bt dành cho da dùng thích cực nên mua nha
73,73,0,5,Sữa rửa mặt Simple lành tính sạch thoáng - cho da nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],2022-12-14 08:08:51,0,Simple,5.0,mình từ hồi vô_tình xài dc và xài tới bgio luôn hợp vs da_dầu và nhạy_cảm như mình hic
